MR,Author,Journal,Year,Publication Type,MSC,Citation,Version,Website,Length,Accuracy Score
2942961,"Akhlaghi, Z. and Beltrán, A. and Felipe, M. J. and Khatami, M.",Monatsh. Math.,2012,article,20E45 (20D10),"The GAP Group, GAP—Groups, Algorithms and Programming, Vers. 4.4.12 (2008). http://www.gap-system.org",4.4.12,Yes,101,3
3503393,"Akhlaghi, Z. and Khatami, M.",Comm. Algebra,2016,article,20E45 (20D05),"The GAP Group. (2015). GAP - Groups, Algorithms and Programming, Vers. 4.7.9 http://www.gap-system.org.",4.7.9,Yes,103,3
3960350,"Akhlaghi, Z. and Khedri, K. and Taeri, B.",Comm. Algebra,2019,article,20C15 (05C25),"The GAP backsim Group (2016). GAP–Groups, Algorithms, and Programming, Version 4.8.6. http://www.gap-sys-tem.org.",4.8.6,Yes,113,3
3295586,"Akiyama, S. and Gähler, F. and Lee, J.",Discrete Math. Theor. Comput. Sci.,2014,article,37B50 (28A80 52C20),"The GAP Group. Gap—groups, algorithms, and programming, version 4.7.2, http://www.gap-system.org+. 2013.",4.7.2,Yes,104,3
3939480,"Akiyama, K. and Suetake, C. and Tanaka, M.",Australas. J. Combin.,2019,article,51E20 (05B25),"GAP—Groups, Algorithms, Programming—System for Computational Discrete Algebra, GAP 4.10.0, https://wwwgap-system.org.",4.10.0,Yes,117,3
3110815,"Alavi, S. H. and Daneshkhah, A. and Tong-Viet, H. P. and Wakefield, T. P.",J. Aust. Math. Soc.,2013,article,20C15 (20C34 20D08),"The GAP Group. `GAP - groups, algorithms, and programming, version 4.4.12', 2008, http://www.gap-system.org.",4.4.12,Yes,108,3
3568918,"Alavi, S. H. and Daneshkhah, A. and Jafari, A.",Bull. Aust. Math. Soc.,2016,article,20C15 (20D05),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.2, (2016). http://www.gap-system.org/Releases/.",4.8.2,Yes,117,3
3696107,"Alavi, S. H. and Daneshkhah, A.",Monatsh. Math.,2017,article,20D05 (20E45),"The GAP Group: GAP—Groups, Algorithms, and Programming, Version 4.8.2 (2016). http://www.gap-system.org",4.8.2,Yes,103,3
3902341,"Alavi, S. H. and Bayat, M. and Daneshkhah, A. and Zarin, S. Z.",Discrete Math.,2019,article,05E18 (05B05),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.7.9, 2015, URL http://www.gap-system.org.",4.7.9,Yes,109,3
4045406,"Alavi, S. H. and Daneshkhah, A. and Okhovat, N.",Ars Math. Contemp.,2019,article,05B05 (05B25 20B25),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.7.9, 2015, http://www.gap-system.org/.",4.7.9,Yes,106,3
4114312,"Alavi, S. H.",Graphs Combin.,2020,article,05B05 (05B25 20B25 20D05),"The GAP Group.: GAP—Groups, Algorithms, and Programming, Version 4.7.9 (2015). http://www.gap-system.org",4.7.9,Yes,104,3
4153328,"Alavi, S. H. and Bayat, M. and Daneshkhah, A.",Monatsh. Math.,2020,article,05B05 (05E18 20D05),"The GAP Group: The GAP Group—Groups, Algorithms, and Programming, Version 4.10.2 (2019). http://www.gap-system.org",4.10.2,Yes,114,3
4090499,"Alavi, S. H. and Bayat, M. and Choulaki, J. and Daneshkhah, A.",Des. Codes Cryptogr.,2020,article,05B05 (05B25 20B25),"The GAP Group: GAP – Groups, Algorithms, and Programming, Version 4.7.9 (2015). http://www.gapsystem.org",4.7.9,Yes,104,3
4158512,"Alavi, S. H. and Bayat, M. and Daneshkhah, A.",J. Combin. Des.,2020,article,05B05 (05B25 20B25),"The GAP group, GAP — Groups, Algorithms, and Programming, Version 4.10.2, 2019, available at https://www.gap-system.org",4.10.2,Yes,119,3
4163372,"Alavi, S. H. and Daneshkhah, A. and Praeger, C. E.",Des. Codes Cryptogr.,2020,article,05B05 (05B25 20B25),"The GAP Group: GAP – Groups, Algorithms, and Programming, Version 4.7.9 (2015). http://www.gap-system.org",4.7.9,Yes,105,3
4197103,"Alazemi, A. and Raney, M.",Open Math.,2020,article,05B35 (05B30),"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.11.0, 2020, https://www.gap-system.org.",4.11.0,Yes,107,3
2156685,"Albert, M. H. and Aldred, R. E. L. and Atkinson, M. D. and Handley, C. C. and Holton, D. A. and McCaughan, D. J.",Electron. J. Combin.,2005,article,05A15 (05A16),"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4; 2004, (http://www.gap-system.org).",4.4,Yes,105,3
2501429,"Albert, M. H. and Linton, S. A.",Combin. Probab. Comput.,2009,article,05A05,"Delgado, M., Linton, S. and Morais, J. (2007) Automata: A GAP package (1.10). http://cmup.fc.up.pt/cmup/mdelgado/automata/",Package,Yes,122,3
2501429,"Albert, M. H. and Linton, S. A.",Combin. Probab. Comput.,2009,article,05A05,"GAP: Groups, Algorithms, and Programming, Version 4.4.10 (2007). http://www.gap-system.org",4.4.10,Yes,90,3
2967225,"Albert, M. H. and Atkinson, M. D. and Brignall, R.",Electron. J. Combin.,2012,article,05A05 (05A15),"The GAP Group. GAP - Groups, Algorithms, and Programming, Version 4.4.12, 2008. http://www.gap-system.org.",4.4.12,Yes,106,3
3898216,"Aldwaik, S. and Edjvet, M. and Juhász, A.",Forum Math.,2019,article,20F05 (57M05),"GAP – groups, algorithms and programming, version 4.7.4 (2014), http://www.gap-system.org.",4.7.4,Yes,90,3
2728929,"Aleev, R. Z. and Sokolov, V. V.",Proc. Steklov Inst. Math.,2009,article,20C05 (16S34 16U60),"GAP: A System for Computational Discrete Algebra, http://www.gap-system.org.",Unknown,Yes,76,1
2533593,"Aleev, R. Z. and Kargapolov, A. V. and Sokolov, V. V.",Fundam. Prikl. Mat.,2008,article,16S34 (16U60),"The GAP Group, GAP—Groups, Algorithms, and Programming. Version 4.4.2 (2004), http://www.gap-system.org.",4.4.2,Yes,104,3
1991706,"Alejandro, P. P. and Bailey, R. A. and Cameron, P. J.",Discrete Math.,2003,incollection,05E30 (20B05),"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.2; Aachen, St Andrews, 1999. (http://www-gap.dcs.st-and.ac.uk/simgap).",4.2,Yes,136,3
3497178,"Alekseeva, O. A. and Kondratʹev, A. S.",Tr. Inst. Mat. Mekh.,2016,article,20D60 (05C25),"The GAP Group (GAP Groups, Algorithms, and Programming), Version 4.4.12. http://www.gap-systein.org",4.4.12,Yes,99,3
1760973,"Alexander, J. and Balasubramanian, R. and Martin, J. and Monahan, K. and Pollatsek, H. and Sen, A.",J. Combin. Des.,2000,article,05B10 (20D60),"M. Schönert, T. Breuer, F. Celler, S. Linton, B. Eick, V. Felsch, W. de Graaf, A. Hulpke, W. Nickel, F. Rakoczi, A. Seress, H. Theissen, GAP—Groups, Algorithms, and Programming, Lehrstuhl D für Mathematik, Rheinishch-Westfälische Technische Hochschule, Aachen, Germany, version 4r1, 1999.",Unknown,No,288,1
3363609,"Al Fares, A. and Golvin, E. and Krebs, M.",Serdica Math. J.,2015,article,20D15,"The GAP Group. GAP – Groups, Algorithms, and Programming, Version 4.7.5, 2014 http://www.gap-system.org.",4.7.5,Yes,104,3
1993362,"Ali, F. and Moori, J.",Represent. Theory,2003,article,20D08 (20C15),"The GAP Group, GAP - Groups, Algorithms and Programming, Version 4.2 , Aachen, St Andrews, 2000, (http://www-gap.dcs.st-and.ac.uk/~gap).",4.2,Yes,136,3
2159235,"Ali, F. and Ibrahim, M. A. F.",Proc. Japan Acad. Ser. A Math. Sci.,2005,article,20D08 (20C34),"The GAP Group, GAP - Groups, Algorithms and programming, version 4.3, Aachen, St Andrews, 2003. (http://www-gap.dcs.st-and.ac.uk/simgap).",4.3,Yes,137,3
2174866,"Ali, F. and Ibrahim, M. A. F.",J. Algebra Appl.,2005,article,20D08 (20F05),"The GAP Group, GAP—Groups, Algorithms and Programming, Version 4.3, Aachen, St Andrews, 2003 (http://www.gap-system.org).",4.3,Yes,121,3
2278116,"Ali, F.",Algebra Colloq.,2007,article,20D08 (20C15 20E22),"The GAP Group, BbbGAP - Groups, Algorithms and Programming (Version 4.3), Aachen, St Andrews, 2002 (http://www-gap.dcs.st-and.ac.uk/~gap).",4.3,Yes,138,3
2401559,"Ali, M. H. and Schaps, M.",Rocky Mountain J. Math.,2008,article,20C20 (05C25),"The GAP group, GAP, Aachen, St. Andrews, http:www-gap.dcs.st-and.ac.uk/gap, 1999.",Unknown,Yes,81,1
2303162,"Ali, F.",Discrete Appl. Math.,2007,article,20D08,"The GAP Group, GAP—Groups, Algorithms and Programming, Version 4.3, Aachen, St Andrews, 2003, <http://www.gap-system.org>.",4.3,Yes,122,3
2404644,"Ali, F. and Moori, J.",Quaest. Math.,2008,article,20C15 (20D08 20E28),"The GAP Group, GAP - Groups, Algorithms and Programming, Version 4.2, Aachen, St. Andrews, 2000, (http://www-gap.dcs.st-and.ac.uk/-gap).",4.2,Yes,136,3
2660431,"Ali, F. and Moori, J.",Algebra Colloq.,2010,article,20C15 (20D08),"The GAP Group, GAP — Groups, Algorithms and Programming (Version 4.2), Aachen, St Andrews, 2000 (http://www-gap.dcs.st-and.ac.uk/~gap).",4.2,Yes,135,3
2923663,"Ali, F. and Ibrahim, M. A. F.",Bull. Malays. Math. Sci. Soc. (2),2012,article,20D08 (20E45 20F05),"The GAP Group, BbbGAP - Groups, Algorithms and Programming, Version 4.3, Aachen, St Andrews, 2002, (http://www.gap-system.org).",4.3,Yes,127,3
3293591,"Ali, F.",Quaest. Math.,2014,article,20D08 (20F05),"The GAP Group, BbbGBbbABbbP - Groups, Algorithms and Programming, Version 4.3, Aachen, St. Andrews, 2003, (http://www.gap-system.org).",4.3,Yes,134,3
3943349,"Ali, F. and Ibrahim, M. A. F. and Woldar, A.",J. Group Theory,2019,article,20D08 (20F05),"F. Ali, M. Al-Kadhi, A. Aljouiee and M. Ibrahim, 2-generations of finite simple groups in GAP, in: 2016 International Conference on Computational Science and Computational Intelligence (CSCI), IEEE Press, Piscataway (2016), 1339–1344.",Unknown,No,234,1
3943349,"Ali, F. and Ibrahim, M. A. F. and Woldar, A.",J. Group Theory,2019,article,20D08 (20F05),"The GAP Group, GAP - groups, algorithms, and programming, version 4.8.3, 2016, (http://www.gap-system.org).",4.8.3,Yes,107,3
4180130,"Ali, S. and Azad, H. and Biswas, I. and de Graaf, W. A.",J. Symbolic Comput.,2021,article,17B45 (16Z05 17B81 20-08),"Dietrich, H., Faccin, P., de Graaf, W.A., 2019. CoReLG, computation with real Lie groups, Version 1.53. https://gap-packages.github.io/corelg/. Refereed GAP package.",Package,Yes,165,3
4180130,"Ali, S. and Azad, H. and Biswas, I. and de Graaf, W. A.",J. Symbolic Comput.,2021,article,17B45 (16Z05 17B81 20-08),"The GAP Group, 2019. GAP – Groups, Algorithms, and Programming, Version 4.10.2. https://www.gap-system.org.",4.10.2,Yes,107,3
4170882,"Ali, F. and Al-Kadhi, M.",Algebra Colloq.,2020,article,20D08 (20F05),"The GAP Group, GAP—Groups, Algorithms, and Programming, version 4.8.3, 2016 (http://www.gap-system.org).",4.8.3,Yes,104,3
3763899,"Aljohani, M. and Bamberg, J. and Cameron, P. J.",Port. Math.,2017,article,20B15 (05E30 20M35),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.7; 2017. http://www.gap-system.org",4.8.7,Yes,104,3
3763899,"Aljohani, M. and Bamberg, J. and Cameron, P. J.",Port. Math.,2017,article,20B15 (05E30 20M35),"L. H. Soicher, GRAPE (Version 4.7) Package for GAP, http://www.maths.qmul.ac.uk/~leonard/grape/",Package,Yes,95,3
3906521,"Alizadeh, F. and Behravesh, H. and Ghaffarzadeh, M. and Ghasemi, M.",J. Pure Appl. Algebra,2019,article,20C15 (20D05),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.7, http://www.gap-system.org, 2017.",4.8.7,Yes,105,3
2669349,"Allcock, D. and Hall, C.",Adv. Math.,2010,article,14H30 (14D05 57M10 57M12),"The GAP Group, GAP - Groups, Algorithms, and Programming, version 4.4.10, http://www.gap-system.org, 2007.",4.4.10,Yes,106,3
2953198,"Allcock, D.",Canad. J. Math.,2012,article,20F65,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4.10; 2007. (http://www.gap-system.org)",4.4.10,Yes,105,3
2142087,"Almeida, J. and Delgado, M.",Internat. J. Algebra Comput.,2005,article,20E10,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.2 (2000), http://www.gap-system.org.",4.2,Yes,102,3
3096581,"Almeida, J. and Costa, A.",Israel J. Math.,2013,article,37A45 (20Mxx),"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4, 2006 (http://www.gap-system.org).",4.4,Yes,102,3
4095494,"Almeida, J. and Costa, A. and Kyriakoglou, R. and Perrin, D.",Forum Math.,2020,article,20M05 (20E18 37B10 68Q70),"M. Delgado, S. Linton and J. Morais, Automata: A GAP package on finite automata, http://www.gap-system.org/Packages/automata.html.",Package,Yes,130,3
4095494,"Almeida, J. and Costa, A. and Kyriakoglou, R. and Perrin, D.",Forum Math.,2020,article,20M05 (20E18 37B10 68Q70),"M. Delgado and J. Morais, SgpViz: A GAP package to visualize finite semigroups, 2008, http://www.gap-system.org/Packages/sgpviz.html.",Package,Yes,133,3
4095494,"Almeida, J. and Costa, A. and Kyriakoglou, R. and Perrin, D.",Forum Math.,2020,article,20M05 (20E18 37B10 68Q70),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.6, 2013, (http://www.gap-system.org).",4.6,Yes,105,3
3795420,"Alokbi, N. and Ellis, G.",Homology Homotopy Appl.,2018,article,55U15 (55N10 68W15),"G. Ellis. GAP file containing the permutahedral complex of Figure 1, 2017. http://hamilton.nuigalway.ie/preprints/permutahedralcomplex.txt",Unknown,Yes,138,2
3874025,"Alonso Rodríguez, A. and Bertolazzi, E. and Ghiloni, R. and Specogna, R.",Adv. Comput. Math.,2018,article,68U05 (55N20 65N30),"Dumas, J.-G., Heckenbach, F., Saunder, B., Welker, V.: GAP Homology. http://www.eecis.udel.edu/dumas/Homology (2011)",Unknown,Yes,116,2
1776049,"Alp, M. and Wensley, C. D.",Internat. J. Algebra Comput.,2000,article,18-04 (18D35 20-04),"M. Alp, GAP, crossed modules, cat1-groups: Applications of computational group theory, Ph.D. Thesis, University of Wales, Bangor, 1997. 
MR1675053",Package,No,146,2
1776049,"Alp, M. and Wensley, C. D.",Internat. J. Algebra Comput.,2000,article,18-04 (18D35 20-04),"M. Alp and C. D. Wensley, XMOD—Crossed modules and Cat1-groups in GAP, version 1.3—Manual for the XMOD share package (1997), pp. 1–78.",Package,No,134,2
1776049,"Alp, M. and Wensley, C. D.",Internat. J. Algebra Comput.,2000,article,18-04 (18D35 20-04),"M. Schönert et al., GAP—Groups, Algorithms, and Programming, Lehrstuhl D für Mathematik, Rheinisch Westfälische Technische Hochschule, Aachen, Germany, 5th edition, 1995.",Unknown,No,170,1
1935568,"Alp, M.",Internat. J. Algebra Comput.,2002,article,18-04 (16-04 18D35),"M. Alp and C. D. Wensley, XMOD—Crossed modules and Cat1-groups in GAP, version 1.3 Manual for the XMOD share package (1996) 1–80.",Package,No,129,2
1935568,"Alp, M.",Internat. J. Algebra Comput.,2002,article,18-04 (16-04 18D35),"M. Schönert et al., GAP: Groups, Algorithms, and Programming, Lehrstuhl D für Mathematik, Rheinisch Westfälische Technische Hochschule, Aachen, Germany, 3rd ed., 1993.",Unknown,No,167,1
2248746,"Alp, M.",Turkish J. Math.,2006,article,13A99,"Alp, M., and Wensley, C. D., XMOD, Crossed modules and cat1-groups in GAP, version 1.3 Manual for the XMOD share package, 1–80, (1997).",Package,No,135,2
2248746,"Alp, M.",Turkish J. Math.,2006,article,13A99,"Schönert, M. et al, GAP: Groups, Algorithms, and Programming, Lehrstuhl D für Mathematik, Rheinisch Westfälische Technische Hochschule, Aachen, Germany, third edition, (1993).",Unknown,No,175,1
1840174,"Alp, M.",Turkish J. Math.,2001,article,57M07,"Alp, M., and Wensley, C. D., XMOD, Crossed modules and cat1-groups in GAP, version 1.3 Manual for the XMOD share package, Chapter 73, 1357–1422.",Package,No,144,2
1840174,"Alp, M.",Turkish J. Math.,2001,article,57M07,"Schönert, M. et al, GAP: Groups, Algorithms, and Programming, Lehrstuhl rm D für Mathematik, Rheinisch Westfälische Technische Hochschule, Aachen, Germany, third edition, 1993.",Unknown,No,176,1
1796665,"Alp, M.",Turkish J. Math.,2000,article,16Z05,"Alp, M., and Wensley, C. D., XMOD, Crossed modules and cat1-groups in GAP, version 1.3 Manual for the XMOD share package, (1996) 1–80.",Package,No,134,2
1796665,"Alp, M.",Turkish J. Math.,2000,article,16Z05,"Schönert, M. et al, GAP: Groups, Algorithms, and Programming, Lehrstuhl D für Mathematik, Rheinisch Westfälische Technische Hochschule, Aachen, Germany, third edition, 1993.",Unknown,No,173,1
2684246,"Alp, M. and Wensley, C. D.",Appl. Categ. Structures,2010,article,18D35 (20L05 55U35),"Alp, M.: GAP, crossed modules, cat1-groups: applications of computational group theory. PhD thesis, University of Wales, Bangor (1997)",Package,No,134,2
2684246,"Alp, M. and Wensley, C. D.",Appl. Categ. Structures,2010,article,18D35 (20L05 55U35),"Alp, M., Wensley, C.D.: XMod: crossed modules and cat1-groups in GAP, version 2.12. http://www.maths.bangor.ac.uk/chda/xmod/ (2008)",Package,Yes,131,3
2684246,"Alp, M. and Wensley, C. D.",Appl. Categ. Structures,2010,article,18D35 (20L05 55U35),"The GAP Group: GAP—groups, algorithms, programming, version 4.4. http://www.gapsystem.org (2004)",4.4,Yes,96,3
3163022,"Álvarez, A. and Bravo, J. L. and Christopher, C.",Ergodic Theory Dynam. Systems,2014,article,34C05 (34C25),"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4.10; 2007, http://www.gap-system.org.",4.4.10,Yes,104,3
2917119,"Álvarez, V. and Armario, J. A. and Frau, M. D. and Real, P.",Appl. Algebra Engrg. Comm. Comput.,2012,article,20J05 (20J06),Homological Algebra programming. A package for the GAP computational algebra system. http://www.gap-system.org/Packages/hap.html,Package,Yes,128,3
2917119,"Álvarez, V. and Armario, J. A. and Frau, M. D. and Real, P.",Appl. Algebra Engrg. Comm. Comput.,2012,article,20J05 (20J06),"Romero, A., Ellis, G., Rubio, J.: Interoperating between computer algebra systems: computing homology of groups wiht Kenzo and GAP. In: Proceeding ISSAC 2099, pp. 303–310, ACM, New York (2009) 
MR2742718",Unknown,No,203,1
2917119,"Álvarez, V. and Armario, J. A. and Frau, M. D. and Real, P.",Appl. Algebra Engrg. Comm. Comput.,2012,article,20J05 (20J06),"The GAP group. GAP—Groups, Algorithms, and Programming. http://www.gap-system.org",Unknown,Yes,81,1
3569967,"Álvarez-Barrientos, I. and Borges-Quintana, M. and Borges-Trenard, M. A. and Panario, D.",Adv. Math. Commun.,2016,article,94B25,"The GAP Group, GAP–Groups, Algorithms, and Programming, available online at http://www.gap-system.org",Unknown,Yes,101,2
2193212,"Ambrose, S. and Neunhöffer, M. and Praeger, C. E. and Schneider, C.",LMS J. Comput. Math.,2005,article,20-04 (20B40 20D08),"The GAP Group, `GAP - groups, algorithms, and programming', Version 4.4, 2004, http://www.gap-system.org.219, 242",4.4,Yes,113,3
3944212,"Amicone, F.",J. Algebra,2019,article,17B50 (17B20 17B45 22E60),"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.9.1, https://www.gap-system.org, 2018.",4.9.1,Yes,106,3
3575974,"Amiri, S. M. J. and Amiri, M.",J. Algebra Appl.,2016,article,20D60,"The GAP Group, GAP — Groups, Algoritms, and Programming, version 4.4.10, 2007, http://www.gap-system.org.",4.4.10,Yes,105,3
2220418,"An, J. and Hiss, G.",J. Group Theory,2006,article,20C33 (20G05 20G40),"M. Schönert et al. GAP—Groups, Algorithms, and Programming. Version 3, share package CHEVIE. Lehrstuhl D für Mathematik, RWTH Aachen University (1997). http://www.gap-system.org.",Package,Yes,178,3
2410917,"An, J. and Cannon, J. J. and O'Brien, E. A. and Unger, W. R.",LMS J. Comput. Math.,2008,article,20C34 (20C15 20C20),"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4.9, 2006, http://www.gap-system.org. 131",4.4.9,Yes,107,3
2013354,"An, J. and O'Brien, E. A.",Israel J. Math.,2003,article,20C34 (20D08),"The GAP Team, GAP—Groups, Algorithms, and Programming, Version 4, Lehrstuhl D für Mathematik, RWTH Aachen, and School of Mathematical and Computational Sciences, University of St Andrews, 2000.",Unknown,No,193,1
2149075,"An, J. and O'Brien, E. A.",Comm. Algebra,2005,article,20C34 (20C20),"GAP Team. GAP—Groups, Algorithms, and Programming, Version 4. Lehrstuhl D. für Mathematik, RWTH Aachen and School of Mathematical and Computational Sciences, University of St. Andrews, 2000.",Unknown,No,190,1
1998146,"An, J. and O'Brien, E. A. and Wilson, R. A.",LMS J. Comput. Math.,2003,article,20C34 (20C20 20D08),"The GAP Group, `GAP-groups, algorithms, and programming, Version 4.3' (2002), http://www.gap-system.org. 119",4.3,Yes,108,3
2658416,"An, J. and Huang, S.",Internat. J. Algebra Comput.,2010,article,20C20 (20G40),"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4 (2005) http://www.gap-system.org.",4.4,Yes,101,3
2675542,"An, J. and Himstedt, F. and Huang, S.",Comm. Algebra,2010,article,20C33 (20C20 20C40),"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4.10; 2007, (http://www.gap-system.org).",4.4.10,Yes,106,3
2410917,"An, J. and Cannon, J. J. and O'Brien, E. A. and Unger, W. R.",LMS J. Comput. Math.,2008,article,20C34 (20C15 20C20),"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4.9, 2006, http://www.gap-system.org. 131",4.4.9,Yes,107,3
2354854,"An, J. and Himstedt, F. and Huang, S.",J. Algebra,2007,article,20D06,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4, http://www.gap-system.org, 2005.",4.4,Yes,101,3
2063006,"An, J. and O'Brien, E. A.",Algebr. Represent. Theory,2004,article,20C34 (20C20),"The GAP Team, GAP–Groups, Algorithms, and Programming, Version 4. Lehrstuhl D für Mathematik, RWTH Aachen, and School of Mathematical and Computational Sciences, University of St. Andrews (2000).",Unknown,No,195,1
2818858,"An, J. and Eaton, C. W.",J. Reine Angew. Math.,2011,article,20C20 (20C15),"The GAP Group, GAP—Groups, algorithms, and programming, version 4.4, http://www.gap-system.org,2005.",4.4,Yes,100,3
2891136,"An, J. and Dietrich, H.",J. Algebra,2012,article,20D08,"GAP Group, GAP–groups, algorithms, and programming, version 4.4.12, http://www.gap-system.org.",4.4.12,Yes,94,3
3018177,"An, J. and Eaton, C. W.",Algebr. Represent. Theory,2013,article,20C20 (20C33),"The GAP Group: GAP—Groups, Algorithms, and Programming, Version 4.4. http://www.gap-system.org (2005)",4.4,Yes,101,3
3414072,"Anabanti, C. S. and Hart, S. B.",Australas. J. Combin.,2015,article,20D60,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.7.7, 2015, http://www.gap-system.org.",4.7.7,Yes,103,3
3801282,"Anabanti, C. S. and Erskine, G. and Hart, S. B.",Australas. J. Combin.,2018,article,20D60,"The GAP Group, GAP — Groups, Algorithms, and Programming, Version 4.8.4 (2016); http://www.gap-system.org.",4.8.4,Yes,106,3
3686981,"Andersen, K. K. S. and Oliver, B. and Ventura, J.",J. Algebra,2017,article,20D20 (20D05 20E45),"The GAP Group, GAP — groups, algorithms, and programming, version 4.7.9, http://www.gapsystem.org, 2015.",4.7.9,Yes,104,3
2889543,"Anderson, J. W. and Wootton, A.",Algebr. Geom. Topol.,2012,article,14H37 (30F20 57M60),"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4 (2006) Available at http://www.gap-system.org",4.4,Yes,113,3
3169027,"Anderson, J. W. and Wootton, A.",Arch. Math. (Basel),2014,article,14H37 (30F20),"The GAP Group. GAP - Groups, Algorithms and Programming, Version 4.4, 2006 (http://www.gap-system.org)",4.4,Yes,102,3
3461068,"André, J. and Araújo, J. and Cameron, P. J.",J. Algebra,2016,article,20B30 (20B15 20B35 20B40 20M17 20M20),"The GAP Group, GAP - Groups, Algorithms, and Programming, version 4.6.2, http://www.gap-system.org, 2013.",4.6.2,Yes,105,3
2652482,"Andruskiewitsch, N. and Fantino, F. and Graña, M. and Vendramin, L.",C. R. Math. Acad. Sci. Paris,2010,article,16T05 (20D08),"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4.12, http://www.gap-system.org, 2008.",4.4.12,Yes,106,3
2652482,"Andruskiewitsch, N. and Fantino, F. and Graña, M. and Vendramin, L.",C. R. Math. Acad. Sci. Paris,2010,article,16T05 (20D08),"R.A. Wilson, R.A. Parker, S.J. Nickerson, J.N. Bray, T. Breuer, AtlasRep, A GAP Interface to the Atlas of Group Representations, Version 1.4 2008, Refereed GAP package, http://www.math.rwth-aachen.de/simThomas.Breuer/atlasrep.",Package,Yes,226,3
2389459,"Andruskiewitsch, N. and Fantino, F.",Rev. Un. Mat. Argentina,2007,article,16W30,"Martin Schönert et al. ""GAP - Groups, Algorithms, and Programming - version 3 release 4 patchlevel 4"". Lehrstuhl D für Mathematik, Rheinisch Westfälische Technische Hochschule, Aachen, Germany, 1997.",Unknown,No,199,1
2786171,"Andruskiewitsch, N. and Fantino, F. and Graña, M. and Vendramin, L.",Ann. Mat. Pura Appl. (4),2011,article,16T05,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4.12 (2008). http://www. gap-system.org",4.4.12,Yes,105,3
2786171,"Andruskiewitsch, N. and Fantino, F. and Graña, M. and Vendramin, L.",Ann. Mat. Pura Appl. (4),2011,article,16T05,"Graña M., Vendramin L.: RiG, A GAP package for racks and Nichols Algebras, available at http://mate. dm.uba.ar/simlvendram",Package,Yes,122,3
2840161,"Andruskiewitsch, N. and Fantino, F. and García, G. A. and Vendramin, L.",Rev. Un. Mat. Argentina,2010,article,16T05,"T. Breuer, The GAP Character Table Library, Version 1.2 (unpublished); http://www.math.rwth-aachen.de/simThomas.Breuer/ctbllib/",Package,Yes,127,3
2840161,"Andruskiewitsch, N. and Fantino, F. and García, G. A. and Vendramin, L.",Rev. Un. Mat. Argentina,2010,article,16T05,"W. Fulton and J. Harris, Representation theory, Springer-Verlag, New York 1991. The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4.12; 2008, (http://www.gap-system.org). 
MR1153249",4.4.12,Yes,199,3
2840161,"Andruskiewitsch, N. and Fantino, F. and García, G. A. and Vendramin, L.",Rev. Un. Mat. Argentina,2010,article,16T05,"R. A. Wilson, R. A. Parker, S. Nickerson, J. N. Bray and T. Breuer, Atlas Rep, A GAP Interface to the ATLAS of Group Representations. Version 1.4, http://www.math.rwth-aachen.de/simThomas.Breuer/atlasrep, 2007, Refereed GAP package.",Package,Yes,232,3
3133699,"Andruskiewitsch, N. and Angiono, I. and García Iglesias, A. and Masuoka, A. and Vay, C.",J. Pure Appl. Algebra,2014,article,16T05,"The GAP Group, GAP—Groups, Algorithms and Programming, Version 4.4.12, (2008), http://www.gap-system.org.",4.4.12,Yes,105,3
